"transcript","20200717-NSP1-HEK-1-setB","20200717-NSP1-HEK-2-setB","20200717-NSP1-HEK-3-setB","20200717-NSP2-HEK-1-setB","20200717-NSP2-HEK-2-setB","20200717-NSP2-HEK-3-setB"
"OR6A2-202",0,0,0,0,0,0
"OR6B1-202",0,0,0,0,0,0
"OR6B2-201",0,1,0,0,0,2
"OR6B3-202",0,0,0,0,0,0
"OR6C1-202",0,0,0,0,0,0
"OR6C2-202",0,0,0,0,0,0
"OR6C3-202",0,0,0,0,1,0
"OR6C4-202",0,0,0,0,0,0
"OR6C6-201",0,0,0,0,0,0
"OR6C65-201",0,0,0,0,0,0
"OR6C68-201",0,0,0,0,0,0
"OR6C70-201",0,0,0,0,0,0
"OR6C74-201",0,0,0,0,0,0
"OR6C75-202",0,0,0,0,0,0
"OR6C76-201",0,0,0,0,0,0
"OR6F1-204",0,0,0,0,0,0
"OR6J1-201",0,0,0,0,0,0
"OR6K2-201",0,0,0,0,0,0
"OR6K3-201",0,0,0,0,0,0
"OR6K6-201",0,0,0,0,0,0
"OR6M1-201",0,0,0,0,0,0
"OR6N1-203",0,0,0,0,0,0
"OR6N2-202",0,0,0,0,0,0
"OR6P1-202",0,0,0,0,0,0
"OR6Q1-201",0,0,0,1,0,0
"OR6S1-201",0,0,0,0,0,0
"OR6T1-201",0,0,0,0,0,0
"OR6V1-201",0,0,0,0,0,0
"OR6X1-201",0,0,0,0,0,0
"OR6Y1-203",0,0,0,0,0,0
"OR7A10-202",0,0,0,0,0,0
"OR7A17-202",1,0,0,0,0,0
"OR7A5-201",0,0,0,0,0,0
"OR7C1-205",0,0,0,0,0,0
"OR7C2-201",0,0,0,0,0,0
"OR7D2-202",0,0,0,0,0,0
"OR7D4-202",0,0,0,1,0,0
"OR7E24-201",6,1,2,1,2,3
"OR7E47P-205",0,0,0,0,0,0
"OR7G1-201",0,0,0,0,0,0
"OR7G2-201",0,0,0,0,0,1
"OR7G3-201",0,0,0,0,0,0
"OR8A1-203",0,0,0,0,0,0
"OR8B12-201",0,0,0,1,0,0
"OR8B2-202",0,0,0,0,0,0
"OR8B3-202",0,0,0,0,0,0
"OR8B4-201",0,0,0,0,0,0
"OR8B8-202",0,0,0,0,0,0
"OR8D1-202",0,0,0,0,0,0
"OR8D2-201",0,0,0,0,0,0
"OR8D4-202",0,0,0,0,0,0
"OR8G1-202",0,0,0,0,0,0
"OR8G5-203",0,1,0,0,0,0
"OR8H1-203",0,0,0,0,0,0
"OR8H2-203",0,0,0,0,0,0
"OR8H3-201",0,0,0,0,0,0
"OR8I2-201",0,0,0,0,0,0
"OR8J1-202",0,0,0,0,0,0
"OR8J3-204",0,0,0,0,0,0
"OR8K1-201",0,0,0,0,0,0
"OR8K3-203",0,0,0,0,0,0
"OR8K5-201",0,0,0,0,0,0
"OR8S1-201",0,0,0,0,0,0
"OR8U1-201",0,0,0,0,0,0
"OR9A2-201",0,0,0,0,1,0
"OR9A4-202",1,0,1,1,0,0
"OR9G1-202",0,0,0,0,0,0
"OR9G4-204",0,0,0,0,0,0
"OR9I1-202",0,0,0,0,0,0
"OR9K2-202",0,0,0,0,0,0
"OR9Q1-201",0,0,0,0,0,0
"OR9Q2-202",0,0,0,0,0,0
"ORAI1-202",5,11,5,7,10,6
"ORAI2-201",15,12,3,11,10,8
"ORAI3-201",2,2,2,6,2,2
"ORC1-202",105,110,87,105,136,78
"ORC2-201",90,83,57,92,111,107
"ORC3-201",74,78,47,80,113,103
"ORC4-214",64,70,40,88,94,92
"ORC5-201",52,38,19,43,53,53
"ORC6-201",73,82,44,87,91,80
"ORM1-201",0,0,0,0,0,0
"ORM2-201",0,0,0,0,0,0
"ORMDL1-201",13,9,13,12,17,22
"ORMDL2-201",3,5,6,6,16,9
"ORMDL3-202",19,16,12,22,19,18
"OS9-202",139,177,96,234,246,188
"OSBP-201",114,169,82,174,221,175
"OSBP2-201",23,14,17,27,24,20
"OSBPL10-201",18,19,15,20,19,27
"OSBPL11-201",101,91,53,101,98,86
"OSBPL1A-201",66,84,70,111,143,121
"OSBPL2-201",39,65,28,59,87,49
"OSBPL3-201",43,53,38,69,79,80
"OSBPL5-201",19,15,3,18,18,14
"OSBPL6-201",36,70,31,69,77,76
"OSBPL7-201",4,6,6,4,6,6
"OSBPL8-201",164,183,99,206,236,189
"OSBPL9-203",147,175,135,224,228,205
"OSCAR-203",0,0,0,0,0,0
"OSCP1-201",2,11,5,7,28,5
"OSER1-202",41,43,17,32,58,49
"OSGEP-201",42,39,31,53,66,56
"OSGEPL1-201",8,17,4,16,9,13
"OSGIN1-202",1,0,0,0,0,0
"OSGIN2-201",30,25,24,32,37,38
"OSM-201",0,0,0,1,0,0
"OSMR-201",1,2,0,9,5,1
"OSR1-201",2,0,3,2,2,0
"OSR2-201",6,6,7,8,4,2
"OST4-203",8,14,6,17,13,13
"OSTC-201",58,97,67,115,137,117
"OSTF1-201",7,9,11,21,17,20
"OSTM1-201",18,21,13,18,24,22
"OSTN-201",0,1,6,3,5,2
"OTC-201",0,1,0,0,0,0
"OTOA-208",0,0,0,0,0,0
"OTOF-201",0,1,0,0,0,0
"OTOG-203",1,2,3,4,4,3
"OTOGL-204",1,1,0,0,1,0
"OTOL1-201",0,1,0,0,0,0
"OTOP1-201",1,4,2,2,3,4
"OTOP2-201",0,0,0,0,0,2
"OTOP3-202",0,0,0,0,0,0
"OTOR-201",0,0,0,0,0,0
"OTOS-202",0,0,0,0,0,0
"OTP-201",0,1,0,0,0,0
"OTUB1-209",50,89,47,77,117,96
"OTUB2-201",3,7,2,9,9,5
"OTUD1-201",14,24,13,10,13,23
"OTUD3-201",58,62,41,69,68,56
"OTUD4-201",141,127,104,117,154,121
"OTUD5-202",108,134,96,175,195,148
"OTUD6A-201",0,0,0,0,0,0
"OTUD6B-201",61,45,49,55,76,52
"OTUD7A-201",4,3,1,8,12,7
"OTUD7B-202",80,81,64,72,108,81
"OTULIN-201",36,42,16,31,44,38
"OTULINL-201",24,21,22,26,20,32
"OTX1-202",5,7,9,3,11,3
"OTX2-201",2,9,2,7,5,8
"OVCA2-201",4,6,1,10,6,8
"OVCH1-201",0,0,0,0,0,0
"OVCH2-201",0,1,0,0,0,0
"OVGP1-201",5,8,5,3,5,5
"OVOL1-201",2,2,1,0,1,0
"OVOL2-201",0,0,0,0,1,0
"OVOL3-202",0,1,0,0,0,0
"OXA1L-213",98,92,78,122,140,122
"OXCT1-201",74,75,43,92,124,63
"OXCT2-201",4,2,10,8,7,9
"OXER1-201",0,0,0,1,1,0
"OXGR1-201",0,0,0,2,1,0
"OXLD1-201",23,33,16,29,44,25
"OXNAD1-201",67,68,44,50,69,66
"OXR1-202",69,92,62,97,104,87
"OXSM-201",3,6,4,12,14,13
"OXSR1-201",58,77,39,80,90,78
"OXT-201",0,0,0,0,0,0
"OXTR-201",4,1,1,0,5,0
"P2RX1-201",0,0,0,0,0,0
"P2RX2-201",0,3,0,0,2,2
"P2RX3-201",0,0,0,0,0,0
"P2RX4-202",5,11,4,16,12,15
"P2RX5-201",0,0,0,0,0,0
"P2RX5-TAX1BP3-201",0,0,0,0,0,0
"P2RX6-202",0,0,0,0,0,0
"P2RX7-202",0,0,0,0,0,0
"P2RY1-201",27,16,8,5,8,10
"P2RY10-201",0,0,0,0,0,0
"P2RY11-201",0,0,0,0,0,0
"P2RY12-201",0,1,1,3,0,2
"P2RY13-201",0,0,0,1,0,1
"P2RY14-201",0,2,0,0,0,1
"P2RY2-201",3,2,2,0,2,2
"P2RY4-201",0,0,1,0,0,0
"P2RY6-212",1,0,0,1,0,0
"P2RY8-201",0,0,0,0,0,0
"P3H1-202",66,89,43,111,121,89
"P3H2-201",8,4,6,7,11,7
"P3H3-201",41,47,27,46,71,42
"P3H4-201",50,58,40,57,59,53
"P4HA1-201",56,74,56,115,102,118
"P4HA2-207",26,38,28,55,77,54
"P4HA3-201",0,0,0,1,0,0
"P4HB-201",419,469,327,588,697,491
"P4HTM-202",0,0,0,0,0,0
"PA2G4-201",640,798,484,872,1004,906
"PAAF1-201",19,22,23,33,29,25
"PABPC1-201",875,1087,684,1235,1622,1234
"PABPC1L-204",27,44,11,50,47,33
"PABPC1L2A-201",0,0,0,0,0,0
"PABPC1L2B-201",0,0,0,0,0,0
"PABPC3-201",0,0,0,0,2,0
"PABPC4-202",366,389,283,502,609,500
"PABPC4L-201",44,64,34,32,46,51
"PABPC5-201",0,0,0,0,0,0
"PABPN1-201",104,137,80,131,163,111
"PABPN1L-202",0,0,0,0,0,0
"PACRG-203",1,0,0,1,0,0
"PACRGL-208",2,4,2,11,6,3
"PACS1-201",28,36,31,67,66,55
"PACS2-201",43,50,34,69,67,55
"PACSIN1-207",2,2,1,4,3,6
"PACSIN2-201",96,104,96,109,174,138
"PACSIN3-211",47,52,20,46,63,61
"PADI1-201",0,0,0,1,0,0
"PADI2-202",2,1,2,1,2,2
"PADI3-201",0,0,0,0,0,0
"PADI4-201",0,0,0,0,0,0
"PADI6-201",0,0,0,0,1,0
"PAEP-208",0,0,0,0,0,0
"PAF1-201",222,230,164,244,244,204
"PAFAH1B1-202",69,67,54,97,114,82
"PAFAH1B2-204",87,122,72,100,153,111
"PAFAH1B3-202",17,26,18,37,41,38
"PAFAH2-201",4,2,5,10,10,5
"PAG1-201",36,18,17,21,17,13
"PAGE1-201",0,0,0,0,0,0
"PAGE2-202",0,0,0,0,0,0
"PAGE2B-201",0,0,0,0,0,0
"PAGE3-201",0,0,1,0,0,0
"PAGE4-201",0,0,0,0,0,2
"PAGE5-201",0,0,0,0,1,0
"PAGR1-201",0,0,0,0,0,0
"PAH-215",0,0,0,0,0,0
"PAICS-207",405,504,349,619,750,634
"PAIP1-202",91,135,66,162,173,152
"PAIP2-202",51,68,37,98,121,109
"PAIP2B-201",7,7,8,16,14,21
"PAK1-202",52,61,48,109,103,103
"PAK1IP1-201",93,92,65,89,127,85
"PAK2-201",149,186,139,221,270,238
"PAK3-203",7,5,5,7,5,15
"PAK4-205",52,62,42,68,84,72
"PAK5-203",1,0,0,0,1,0
"PAK6-213",0,0,0,0,0,0
"PALB2-201",65,44,35,56,64,73
"PALD1-201",35,35,26,48,72,52
"PALLD-201",54,73,60,100,90,93
"PALM-202",19,31,26,29,34,36
"PALM2-202",9,24,7,10,17,17
"PALM2-AKAP2-202",4,1,2,2,5,7
"PALM3-201",1,4,1,1,4,4
"PALMD-201",1,2,4,7,3,11
"PAM-207",62,87,69,135,153,110
"PAM16-201",0,0,0,0,0,0
"PAMR1-207",0,0,0,1,0,0
"PAN2-203",43,42,38,51,71,43
"PAN3-201",29,50,32,234,43,44
"PANK1-203",14,7,6,6,13,12
"PANK2-201",59,64,38,69,94,75
"PANK3-201",130,174,82,172,205,155
"PANK4-201",55,35,30,42,59,64
"PANO1-201",2,0,3,0,1,1
"PANX1-201",16,24,19,11,18,15
"PANX2-202",12,16,7,15,23,21
"PANX3-201",0,0,0,0,0,0
"PAOX-201",5,1,3,4,0,7
"PAPLN-202",5,1,3,5,6,1
"PAPOLA-201",316,389,213,436,470,510
"PAPOLB-201",0,0,0,1,1,0
"PAPOLG-201",35,26,24,31,48,55
"PAPPA-201",0,0,0,0,1,1
"PAPPA2-202",4,0,1,0,0,1
"PAPSS1-201",61,70,32,85,120,115
"PAPSS2-201",41,41,26,47,50,43
"PAQR3-209",24,24,9,22,21,26
"PAQR4-202",4,7,7,11,18,12
"PAQR5-202",6,10,0,3,10,5
"PAQR6-201",4,1,1,1,3,1
"PAQR7-201",4,2,3,3,3,3
"PAQR8-202",5,2,4,8,11,9
"PAQR9-201",0,1,1,2,2,1
"PARD3-208",121,159,122,180,222,175
"PARD3B-204",17,25,5,24,25,22
"PARD6A-201",3,4,0,0,1,1
"PARD6B-201",16,28,20,29,30,25
"PARD6G-201",12,22,4,10,9,12
"PARG-201",163,163,107,148,183,135
"PARK7-209",148,175,130,210,293,267
"PARL-202",1,6,3,1,7,2
"PARM1-201",4,8,4,19,11,9
"PARN-203",106,113,75,113,146,110
"PARP1-203",1467,1779,1159,2143,2632,2088
"PARP10-201",0,0,0,0,1,3
"PARP11-201",3,4,0,12,12,2
"PARP12-201",0,0,0,0,0,1
"PARP14-202",0,0,0,2,1,0
"PARP15-202",0,0,0,0,0,0
"PARP16-201",14,13,14,7,17,19
"PARP2-201",118,153,96,139,207,156
"PARP3-202",10,4,4,7,11,5
"PARP4-201",104,102,67,129,153,121
"PARP6-220",41,46,34,26,41,25
"PARP8-201",51,45,32,64,68,63
"PARP9-201",9,8,1,4,5,3
"PARPBP-201",21,29,10,26,36,40
"PARS2-201",12,11,7,8,9,15
"PARVA-201",10,10,6,11,11,16
"PARVB-201",27,35,35,54,61,47
"PARVG-206",0,0,0,0,1,1
"PASD1-201",0,0,0,2,1,0
"PASK-204",66,96,44,76,100,63
"PATE1-201",0,0,0,0,0,0
"PATE2-201",0,0,0,0,0,0
"PATE3-201",0,0,0,0,0,0
"PATE4-201",0,0,0,0,0,0
"PATJ-217",37,33,26,34,41,46
"PATL1-201",91,95,56,98,117,130
"PATL2-201",0,0,0,0,0,0
"PATZ1-202",42,44,32,42,45,25
"PAWR-201",144,169,113,184,244,200
"PAX1-201",0,1,1,1,2,0
"PAX2-201",4,0,4,4,2,8
"PAX3-206",16,40,20,32,47,26
"PAX4-202",0,0,0,0,0,0
"PAX5-201",3,2,0,1,1,3
"PAX6-209",38,70,47,61,77,69
"PAX7-203",3,9,3,1,8,1
"PAX8-201",0,0,0,0,0,0
"PAX9-201",6,5,2,15,12,10
"PAXBP1-202",164,172,120,116,161,169
"PAXIP1-202",181,208,144,179,208,184
"PAXX-201",24,16,21,28,28,26
"PBDC1-202",84,114,53,99,116,103
"PBK-201",17,38,20,54,47,53
"PBLD-204",2,3,3,6,4,1
"PBOV1-201",0,0,0,0,1,0
"PBRM1-204",226,250,157,263,354,318
"PBX1-203",37,42,48,45,52,43
"PBX2-201",105,104,66,106,135,107
"PBX3-204",38,40,17,26,46,29
"PBX4-201",5,4,2,0,9,2
"PBXIP1-202",15,25,19,16,28,22
"PC-203",21,19,12,29,32,27
"PCARE-201",0,0,0,0,0,0
"PCBD1-201",7,15,12,22,20,12
"PCBD2-204",9,2,0,2,2,5
"PCBP1-201",249,287,202,275,339,287
"PCBP2-207",723,772,535,1039,1304,1070
"PCBP3-206",0,2,0,4,1,1
"PCBP4-205",7,4,5,19,11,13
"PCCA-202",16,15,12,24,13,29
"PCCB-201",66,94,68,113,140,132
"PCDH1-201",7,16,7,14,15,13
"PCDH10-201",92,106,74,97,122,121
"PCDH11X-205",0,0,0,0,1,0
"PCDH11Y-203",0,0,0,0,0,0
"PCDH12-201",4,0,0,0,1,0
"PCDH15-201",1,1,0,0,0,1
"PCDH17-201",50,51,30,64,66,48
"PCDH18-201",15,14,7,9,16,10
"PCDH19-201",18,32,11,36,32,24
"PCDH20-201",0,0,0,0,0,0
"PCDH7-201",142,146,89,97,115,115
"PCDH8-202",2,1,2,1,4,3
"PCDH9-202",158,196,94,162,178,146
"PCDHA1-203",0,0,0,0,0,0
"PCDHA10-201",0,3,0,3,0,0
"PCDHA11-201",2,0,0,0,0,1
"PCDHA12-201",0,0,0,0,0,0
"PCDHA13-201",0,0,0,0,1,0
"PCDHA2-203",0,1,0,0,0,1
"PCDHA3-201",0,0,1,0,1,0
"PCDHA4-203",4,0,0,0,0,0
"PCDHA5-202",0,0,0,0,0,0
"PCDHA6-203",0,0,0,1,0,0
"PCDHA7-202",0,0,0,0,1,0
"PCDHA8-202",0,0,0,0,0,0
"PCDHA9-202",0,0,0,0,0,0
"PCDHAC1-201",1,0,0,0,0,0
"PCDHAC2-201",14,16,11,13,19,13
"PCDHB1-201",1,0,0,0,0,0
"PCDHB10-201",0,0,0,0,0,0
"PCDHB11-201",0,0,0,1,0,0
"PCDHB12-201",1,1,0,1,0,1
"PCDHB13-201",0,0,1,1,0,0
"PCDHB14-201",0,0,0,0,1,0
"PCDHB15-201",0,0,0,1,0,0
"PCDHB16-201",0,0,0,0,0,0
"PCDHB2-201",1,1,0,1,0,0
"PCDHB3-201",0,0,0,0,0,0
"PCDHB4-201",0,0,0,0,0,0
"PCDHB5-201",2,1,1,0,0,0
"PCDHB6-201",0,0,0,0,0,0
"PCDHB7-201",3,9,2,8,6,6
"PCDHB8-201",0,0,0,0,0,0
"PCDHB9-201",1,0,0,1,1,0
"PCDHGA1-202",0,0,0,1,1,0
"PCDHGA10-201",0,3,0,2,0,0
"PCDHGA11-201",6,10,8,15,12,10
"PCDHGA12-201",0,0,0,0,0,0
"PCDHGA2-201",0,0,0,0,1,0
"PCDHGA3-201",0,0,0,0,0,0
"PCDHGA4-201",0,0,0,0,0,0
"PCDHGA5-201",1,2,0,0,0,1
"PCDHGA6-201",0,0,0,0,0,1
"PCDHGA7-201",2,0,0,1,2,0
"PCDHGA8-201",0,0,0,1,0,0
"PCDHGA9-201",0,0,0,0,0,0
"PCDHGB1-201",1,3,0,0,0,0
"PCDHGB2-201",0,2,0,0,1,0
"PCDHGB3-201",0,0,0,0,0,0
"PCDHGB4-201",1,0,0,0,1,1
"PCDHGB5-201",3,3,0,0,0,0
"PCDHGB6-201",1,1,3,0,1,0
"PCDHGB7-201",2,0,2,3,3,5
"PCDHGC3-201",24,38,18,33,62,37
"PCDHGC4-201",1,0,5,2,3,1
"PCDHGC5-201",0,2,0,0,0,0
"PCED1A-202",13,18,15,24,26,11
"PCED1B-202",0,0,0,0,0,0
"PCF11-201",239,305,166,250,288,271
"PCGF1-201",11,18,16,18,29,30
"PCGF2-204",60,68,50,50,68,44
"PCGF3-201",40,44,19,40,53,31
"PCGF5-204",26,32,18,29,31,20
"PCGF6-202",58,66,39,72,57,46
"PCID2-202",21,13,13,22,28,17
"PCIF1-201",25,40,19,36,52,43
"PCK1-201",1,0,1,2,4,0
"PCK2-201",30,54,29,103,137,91
"PCLAF-201",0,0,0,0,0,0
"PCLO-201",147,159,98,169,186,130
"PCM1-201",305,351,199,401,416,451
"PCMT1-212",208,240,149,275,362,239
"PCMTD1-201",7,10,9,13,18,17
"PCMTD2-203",36,43,28,53,62,42
"PCNA-202",180,216,160,287,283,272
"PCNP-201",53,64,47,97,94,82
"PCNT-201",522,553,371,507,594,420
"PCNX1-201",171,229,118,199,238,195
"PCNX2-201",60,35,41,39,67,64
"PCNX3-201",142,160,72,151,160,103
"PCNX4-201",42,49,32,31,48,49
"PCOLCE-201",5,7,1,6,9,5
"PCOLCE2-201",17,19,10,17,19,17
"PCP2-202",0,0,0,0,0,0
"PCP4-201",0,0,0,0,0,0
"PCP4L1-201",0,0,0,0,0,0
"PCSK1-201",0,0,0,0,0,0
"PCSK1N-201",34,47,26,45,54,53
"PCSK2-201",2,0,0,3,3,1
"PCSK4-201",3,4,2,4,3,2
"PCSK5-201",34,32,22,39,54,40
"PCSK6-214",57,85,49,81,80,91
"PCSK7-201",58,56,18,56,45,57
"PCSK9-201",0,1,0,0,0,0
"PCTP-201",27,31,27,24,27,17
"PCYOX1-204",63,81,30,63,102,75
"PCYOX1L-201",32,31,11,28,33,25
"PCYT1A-201",57,53,37,49,65,56
"PCYT1B-202",3,2,4,4,0,9
"PCYT2-203",26,41,23,43,51,43
"PDAP1-201",370,436,257,467,520,423
"PDC-201",0,0,0,0,1,0
"PDCD1-201",0,0,0,0,0,0
"PDCD10-201",20,42,28,49,51,49
"PDCD11-201",344,454,298,436,520,457
"PDCD1LG2-201",0,0,0,0,0,0
"PDCD2-208",215,257,178,267,288,259
"PDCD2L-201",30,39,22,46,47,51
"PDCD4-201",128,148,98,205,257,214
"PDCD5-207",147,235,151,225,298,237
"PDCD6-201",42,31,36,48,43,45
"PDCD6IP-201",254,329,183,351,439,398
"PDCD7-201",49,63,38,38,56,70
"PDCL-201",41,42,24,39,65,68
"PDCL2-201",0,0,1,0,0,0
"PDCL3-201",23,41,29,38,47,55
"PDE10A-201",46,42,17,32,36,31
"PDE11A-201",0,0,1,0,0,0
"PDE11A-212",0,0,0,0,0,0
"PDE12-201",96,79,50,94,95,70
"PDE1A-205",1,3,2,7,6,3
"PDE1B-201",10,0,5,7,7,3
"PDE1C-203",0,0,0,2,0,0
"PDE2A-201",0,3,0,1,5,0
"PDE3A-201",15,10,5,6,11,15
"PDE3B-201",82,99,55,83,110,65
"PDE4A-203",25,31,21,24,23,17
"PDE4B-201",3,4,2,0,3,2
"PDE4C-206",0,0,0,0,0,0
"PDE4D-208",16,23,13,21,22,21
"PDE4DIP-206",146,144,88,137,156,137
"PDE5A-201",22,24,14,15,30,24
"PDE6A-201",1,0,0,0,0,0
"PDE6B-212",0,0,0,0,0,0
"PDE6C-201",0,0,0,0,0,0
"PDE6D-201",9,16,6,12,21,8
"PDE6G-201",0,0,0,0,1,0
"PDE6H-201",0,0,0,0,0,0
"PDE7A-201",13,24,8,15,16,19
"PDE7B-201",0,0,0,0,1,2
"PDE8A-201",63,76,46,62,83,63
"PDE8B-201",0,0,0,0,0,0
"PDE9A-201",14,25,20,26,45,33
"PDF-201",18,24,8,14,22,19
"PDGFA-203",2,7,1,4,4,10
"PDGFB-201",0,1,0,0,1,1
"PDGFC-203",9,13,6,26,12,13
"PDGFD-201",0,0,0,0,0,1
"PDGFRA-201",2,4,1,3,4,5
"PDGFRB-201",1,3,1,0,0,0
"PDGFRL-203",5,0,1,2,0,3
"PDHA1-206",412,504,297,583,769,579
"PDHA2-201",0,0,0,0,0,0
"PDHB-201",115,142,90,164,183,176
"PDHX-201",103,132,89,144,151,157
"PDIA2-201",1,2,1,2,1,2
"PDIA3-201",239,325,210,401,471,439
"PDIA4-201",531,580,378,698,817,657
"PDIA5-201",24,39,22,35,36,35
"PDIA6-201",375,409,290,546,681,594
"PDIK1L-202",9,9,7,7,13,8
"PDILT-201",0,0,0,0,0,0
"PDK1-201",8,22,15,44,52,46
"PDK2-203",17,23,8,27,35,31
"PDK3-202",51,50,33,59,54,62
"PDK4-201",1,4,0,2,5,8
"PDLIM1-201",74,84,52,86,106,103
"PDLIM2-202",1,0,0,1,2,3
"PDLIM3-201",21,15,15,25,43,29
"PDLIM4-201",5,9,3,10,11,11
"PDLIM5-201",43,46,22,39,54,44
"PDLIM7-202",60,63,61,110,115,89
"PDP1-201",24,25,11,24,30,22
"PDP2-201",35,43,25,55,54,33
"PDPK1-202",70,60,44,77,77,53
"PDPN-201",26,47,16,60,51,46
"PDPR-201",60,53,37,61,75,52
"PDRG1-201",0,13,9,10,18,15
"PDS5A-201",351,415,219,465,438,429
"PDS5B-201",123,141,80,175,206,159
"PDSS1-201",56,51,34,39,68,37
"PDSS2-202",16,12,10,23,12,27
"PDX1-201",2,2,0,3,2,1
"PDXDC1-202",206,251,164,261,274,257
"PDXK-201",50,33,41,73,70,49
"PDXP-201",36,38,18,27,45,36
"PDYN-202",0,0,0,0,0,0
"PDZD11-201",14,15,10,27,27,10
"PDZD2-202",17,6,13,17,17,19
"PDZD3-202",0,0,0,0,0,0
"PDZD4-201",13,17,13,19,32,11
"PDZD7-205",1,5,0,3,9,6
"PDZD8-201",314,335,234,300,382,297
"PDZD9-201",0,1,0,0,0,0
"PDZK1-202",1,2,1,1,3,2
"PDZK1IP1-201",0,0,0,0,0,0
"PDZRN3-201",55,30,35,34,56,24
"PDZRN4-202",0,0,0,0,1,1
"PEA15-201",18,26,12,14,29,24
"PEAK1-204",113,106,57,114,150,126
"PEAK3-201",0,4,1,0,0,0
"PEAR1-202",1,0,0,1,1,2
"PEBP1-201",70,97,52,93,140,107
"PEBP4-201",0,0,0,1,0,0
"PECAM1-203",3,3,1,2,1,2
"PECR-201",5,6,6,15,10,11
"PEF1-201",42,39,24,52,40,57
"PEG10-202",0,0,2,3,1,0
"PEG3-201",0,0,0,0,1,0
"PELI1-201",18,22,10,26,34,39
"PELI2-201",12,22,19,28,25,32
"PELI3-202",5,3,3,10,13,10
"PELO-201",60,54,27,37,37,53
"PELP1-208",354,351,256,483,545,397
"PEMT-204",29,23,16,37,50,17
"PENK-201",0,0,0,0,0,0
"PEPD-201",77,83,70,106,129,103
"PER1-201",64,94,51,72,72,62
"PER2-201",41,32,31,27,41,28
"PER3-201",13,17,9,18,23,20
"PERM1-202",0,0,1,0,0,0
"PERP-201",18,29,7,41,43,40
"PES1-202",360,408,261,422,532,378
"PET100-202",26,15,10,32,30,19
"PET117-201",3,13,7,13,7,12
"PEX1-201",94,114,65,156,181,144
"PEX10-202",11,13,12,22,21,12
"PEX11A-201",6,2,4,6,7,3
"PEX11B-201",5,7,2,6,4,3
"PEX11G-201",3,3,1,4,3,4
"PEX12-204",4,5,2,3,3,4
"PEX13-201",13,22,14,16,14,19
"PEX14-201",33,31,28,41,43,53
"PEX16-202",6,15,15,9,26,19
"PEX19-201",17,22,16,26,30,34
"PEX2-201",5,11,5,13,14,8
"PEX26-201",23,19,10,29,28,27
"PEX3-201",18,46,15,44,52,47
"PEX5-205",29,38,26,52,52,41
"PEX5L-208",1,2,0,0,1,0
"PEX6-202",11,14,8,13,28,10
"PEX7-201",5,8,4,11,6,14
"PF4-201",0,0,0,0,0,0
"PF4V1-201",0,0,0,0,0,0
"PFAS-201",234,258,181,328,321,272
"PFDN1-201",28,47,17,35,34,33
"PFDN2-201",187,222,124,304,358,282
"PFDN4-201",47,56,39,64,75,65
"PFDN5-214",100,120,86,142,182,157
"PFDN6-204",27,33,13,26,38,29
"PFKFB1-202",1,0,1,0,1,1
"PFKFB2-202",11,21,15,23,29,24
"PFKFB3-203",62,86,55,81,95,95
"PFKFB4-201",7,3,5,11,4,7
"PFKL-201",127,127,82,200,209,192
"PFKM-203",96,98,69,174,149,125
"PFKP-203",105,127,90,190,210,194
"PFN1-201",292,341,223,542,533,537
"PFN2-201",103,102,82,138,141,115
"PFN3-201",0,0,0,0,0,0
"PFN4-201",0,0,1,1,0,0
"PGA3-201",0,0,0,0,0,0
"PGA4-201",0,0,0,0,0,0
"PGA5-201",0,0,0,0,0,0
"PGAM1-201",132,171,123,210,249,193
"PGAM2-201",1,2,3,3,4,4
"PGAM4-201",0,0,0,0,0,0
"PGAM5-203",128,138,105,113,135,127
"PGAP1-201",16,29,15,21,35,22
"PGAP2-201",11,11,7,9,17,8
"PGAP3-201",0,2,0,4,1,2
"PGBD1-201",18,27,21,37,38,30
"PGBD2-201",6,5,3,2,4,6
"PGBD4-201",8,11,8,7,16,8
"PGBD5-201",13,29,20,29,32,23
"PGC-202",1,1,0,0,1,0
"PGD-201",329,429,243,431,506,407
"PGF-206",10,4,2,1,4,4
"PGGHG-203",1,0,0,3,5,2
"PGGT1B-203",20,25,24,33,24,38
"PGK1-201",185,221,147,335,369,336
"PGK2-201",0,0,0,0,0,0
"PGLS-201",16,25,15,30,44,30
"PGLYRP1-201",0,2,1,1,0,0
"PGLYRP2-202",0,0,0,0,0,0
"PGLYRP3-201",0,0,0,0,0,0
"PGLYRP4-201",0,0,0,0,0,0
"PGM1-202",73,72,64,83,112,95
"PGM2-201",51,62,48,71,103,82
"PGM2L1-201",5,12,4,11,13,11
"PGM3-212",54,47,24,62,76,61
"PGM5-202",7,4,3,4,6,4
"PGP-201",54,24,21,34,41,50
"PGPEP1-202",2,3,0,1,2,2
"PGPEP1L-201",0,0,0,0,0,0
"PGR-202",0,1,2,1,5,4
"PGRMC1-201",224,256,153,369,413,319
"PGRMC2-207",53,61,30,55,86,77
"PGS1-201",24,33,19,19,20,22
"PHACTR1-201",2,1,4,3,5,6
"PHACTR2-201",69,77,62,104,105,109
"PHACTR3-204",8,11,8,8,12,10
"PHACTR4-202",136,146,82,132,172,152
"PHAX-201",108,117,74,153,142,169
"PHB-214",239,312,190,344,488,328
"PHB2-203",369,453,311,504,533,457
"PHC1-212",70,96,55,127,144,97
